,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
83,마블런,250.0,1520.0,0.6,9.8,0.26,0.72,15,3
84,교과서판매서점,10.0,50.0,0.0,0.3,0.0,0.63,3,3
85,교육연극연극교육,10.0,20.0,0.0,1.0,0.0,4.77,2,1
86,군자의학,10.0,10.0,0.0,0.0,0.0,0.0,3,3
87,근막경선해부학,250.0,630.0,0.8,6.5,0.34,1.09,6,2
88,금융수학,110.0,210.0,0.1,0.9,0.1,0.46,9,2
89,기계설비품셈,80.0,10.0,0.4,0.0,0.47,0.0,8,2
90,당시선,10.0,20.0,0.0,0.0,0.0,0.0,3,3
91,맨큐의경제학3장,10.0,30.0,0.0,0.0,0.0,0.0,1,2
92,맨큐의경제학5판,10.0,10.0,1.5,0.0,8.34,0.0,2,2
93,맨큐의경제학요약,10.0,10.0,0.0,0.0,0.0,0.0,1,2
94,맨큐의경제학원서,10.0,30.0,0.0,2.5,0.0,8.07,2,1
95,맨큐의경제학응용문제,20.0,60.0,0.0,0.0,0.0,0.0,2,2
96,무역용어사전,170.0,80.0,0.0,0.3,0.0,0.33,6,2
97,무역학과책,10.0,20.0,1.1,0.5,10.53,2.5,2,2
98,미술과시지각,10.0,10.0,0.0,3.0,0.0,30.0,3,3
99,사례로읽는임상심리학,20.0,50.0,0.0,0.0,0.0,0.0,3,3
100,산업안전보건법령집,160.0,60.0,0.3,0.5,0.2,0.94,9,2
101,서비스브랜드마케팅,10.0,10.0,0.0,0.0,0.0,0.0,3,3
102,성인간호학하권,10.0,30.0,0.0,0.0,0.0,0.0,2,2
103,스포츠마케팅도서,10.0,20.0,0.0,0.0,0.0,0.0,2,2
104,신국제법강의,60.0,100.0,0.0,0.0,0.0,0.0,3,3
105,어드밴시스인펑셔널트레이닝,20.0,50.0,0.0,0.0,0.0,0.0,3,3
106,외식산업론,10.0,20.0,0.0,0.0,0.0,0.0,3,3
107,요양병원수가제도,40.0,30.0,0.0,0.5,0.0,1.32,3,3
108,응급및재난간호,20.0,40.0,0.0,0.0,0.0,0.0,3,3
109,이소은책,10.0,20.0,0.0,0.0,0.0,0.0,2,2
110,이탈리아요리,300.0,890.0,0.1,1.0,0.03,0.12,15,3
111,전자회로핵심개념부터응용까지,10.0,10.0,0.0,0.0,0.0,0.0,3,3
112,지속가능패션브랜드마케팅,10.0,10.0,0.0,0.0,0.0,0.0,2,2
113,채용에서퇴직까지법률지식,30.0,10.0,0.0,0.0,0.0,0.0,2,2
114,토양학,200.0,300.0,0.4,4.5,0.21,1.59,15,3
115,패킷트레이서완전정복,30.0,10.0,0.0,0.0,0.0,0.0,1,2
116,퍼스널트레이닝의정수,40.0,100.0,0.0,1.5,0.0,1.61,5,2
117,호텔경영책,10.0,40.0,0.0,0.0,0.0,0.0,2,2
118,동물종이접기,110.0,530.0,0.0,0.7,0.0,0.14,3,3
119,마음카드,120.0,280.0,1.3,1.7,1.15,0.65,8,2
120,마음날씨,20.0,80.0,0.3,0.3,1.52,0.55,3,3
121,말풍선스티커,110.0,360.0,0.4,1.0,0.4,0.3,14,3
122,비유카드,10.0,10.0,0.0,0.0,0.0,0.0,3,3
123,생각카드,30.0,40.0,0.2,0.3,0.79,0.75,4,1
124,소통카드,10.0,20.0,0.0,0.3,0.0,1.39,3,3
125,스마일자석,40.0,180.0,0.0,0.0,0.0,0.0,3,3
126,나만의컬러링,10.0,50.0,0.3,0.0,2.78,0.0,3,3
127,그림카드,200.0,500.0,0.1,1.0,0.04,0.22,15,3
128,팝업카드,390.0,870.0,2.5,15.2,0.65,1.87,15,3
129,스피드컵,90.0,370.0,0.0,0.6,0.0,0.17,15,3
130,씨투엠수학,20.0,170.0,0.0,0.0,0.0,0.0,3,3
131,종이접기책,430.0,2990.0,2.6,41.0,0.63,1.45,15,3
132,마이어스의심리학,40.0,70.0,0.0,0.3,0.0,0.5,3,3
133,일반물리학,340.0,690.0,0.7,6.9,0.24,1.06,15,3
134,협동학습,380.0,260.0,0.1,0.0,0.04,0.0,15,3
135,펜토미노턴,10.0,270.0,0.0,0.0,0.0,0.0,9,2
136,시장놀이,1380.0,1640.0,0.0,0.3,0.0,0.03,3,3
137,스쿨토리,600.0,260.0,4.2,10.3,0.73,4.12,8,2
138,보건의약관계법규,200.0,380.0,0.2,0.3,0.13,0.08,13,2
139,경영의사결정론,30.0,40.0,0.3,0.6,1.04,1.33,10,2
140,언플러그드코딩,260.0,340.0,1.1,0.0,0.45,0.0,15,3
141,클라인병,390.0,1610.0,0.6,2.5,0.17,0.17,13,2
142,평생교육방법론,90.0,120.0,0.0,0.3,0.0,0.34,15,3
143,심리평가의최신흐름,40.0,70.0,0.0,0.0,0.0,0.0,3,3
144,퍼즐리아구슬퍼즐,60.0,680.0,0.3,3.3,0.53,0.53,12,2
145,골드버그,1510.0,4970.0,0.7,1.0,0.05,0.03,15,3
146,스크래치보드,110.0,390.0,0.4,0.0,0.38,0.0,15,3
147,사회복지프로그램개발과평가,180.0,220.0,0.1,0.0,0.05,0.0,15,3
148,조직학,200.0,290.0,0.6,1.2,0.31,0.48,12,2
149,종이접기교재,10.0,10.0,0.0,0.3,0.0,3.04,15,3
150,공룡색칠,820.0,350.0,0.1,0.3,0.02,0.08,15,3
151,쉬운종이접기,360.0,1990.0,0.1,2.7,0.04,0.15,15,3
152,퍼펙트물리,20.0,70.0,0.0,0.0,0.0,0.0,4,1
153,새로쓴사상의학,40.0,30.0,1.9,1.3,4.51,4.17,3,1
154,상법강의,90.0,140.0,0.5,0.6,0.62,0.46,15,3
155,스피드컵쌓기,90.0,810.0,0.3,6.0,0.28,0.8,15,3
156,경영학으로의초대,30.0,70.0,0.0,0.0,0.0,0.0,3,3
157,언어치료교구,200.0,480.0,5.1,8.8,2.89,1.92,15,3
158,정다면체순환,30.0,50.0,0.0,0.0,0.0,0.0,3,3
159,다면체전개도,20.0,30.0,0.0,0.4,0.0,1.17,3,1
160,정십이면체전개도,80.0,170.0,0.9,1.5,1.02,0.94,2,1
161,정다면체의순환,20.0,20.0,0.4,0.0,1.67,0.0,3,3
162,오목다면체,20.0,30.0,0.0,0.0,0.0,0.0,2,2
163,쌍대정다면체,20.0,30.0,0.3,0.0,1.43,0.0,3,1
164,지오플릭,50.0,210.0,0.0,0.0,0.0,0.0,6,2
165,보건교육학,70.0,150.0,0.0,0.0,0.0,0.0,3,3
166,미생물학,520.0,860.0,0.3,0.0,0.06,0.0,14,3
167,준정다면체,230.0,480.0,0.0,0.0,0.0,0.0,3,3
168,정다면체교구,20.0,30.0,0.0,0.0,0.0,0.0,3,3
169,생쥐만세,30.0,130.0,0.0,0.0,0.0,0.0,3,3
170,색종이접기,1090.0,7720.0,1.3,25.3,0.14,0.35,15,3
171,색종이접기책,50.0,220.0,0.0,0.8,0.0,0.36,13,2
172,경제경영수학길잡이,60.0,130.0,0.2,0.0,0.34,0.0,6,2
173,환경보건학,70.0,70.0,0.6,1.3,0.83,1.69,9,2
174,디지털논리회로,370.0,450.0,0.2,0.0,0.07,0.0,14,3
175,이상심리학의기초,20.0,20.0,0.0,0.0,0.0,0.0,3,3
176,맨큐의핵심경제학,80.0,190.0,0.0,0.3,0.0,0.16,6,2
177,다면체,560.0,1630.0,0.3,0.3,0.07,0.03,3,3
178,인성교육교구,10.0,10.0,0.4,0.0,4.66,0.0,5,2
179,물리화학,540.0,1030.0,0.4,2.0,0.08,0.21,15,3
180,공룡만들기,210.0,700.0,0.6,7.3,0.29,1.1,15,3
181,정다면체만들기,60.0,70.0,0.7,0.3,1.21,0.36,14,3
182,질적연구방법론,210.0,150.0,0.3,0.3,0.18,0.23,3,3
183,각섬석,230.0,350.0,0.0,1.3,0.0,0.38,2,2
184,활석,600.0,1140.0,0.3,0.3,0.06,0.04,15,3
185,롤러코스터만들기,110.0,380.0,0.6,6.1,0.58,1.67,15,3
186,다면체만들기,10.0,20.0,0.0,0.0,0.0,0.0,4,1
187,노인간호학,320.0,520.0,0.0,0.3,0.0,0.08,3,3
188,플라스틱점토,80.0,540.0,0.1,1.5,0.11,0.3,11,2
189,호랑이만들기,20.0,70.0,0.0,0.3,0.0,0.44,3,3
190,고양이만들기,80.0,240.0,0.0,1.0,0.0,0.46,3,3
191,나무열쇠고리,40.0,150.0,0.9,0.0,2.4,0.0,15,3
192,나무저금통,40.0,130.0,0.0,0.0,0.0,0.0,3,3
193,나무꾸미기,150.0,300.0,0.4,0.3,0.29,0.12,15,3
194,스피치미러,10.0,10.0,0.0,0.0,0.0,0.0,3,3
195,우리나라만들기,40.0,630.0,0.0,0.7,0.0,0.11,3,3
196,한글놀이,400.0,960.0,0.7,3.6,0.18,0.4,15,3
197,언어검사도구,10.0,30.0,0.7,0.0,4.46,0.0,10,2
198,챠오챠오,120.0,820.0,2.0,3.0,1.66,0.4,10,2
199,가치카드,180.0,260.0,0.6,0.0,0.37,0.0,11,2
200,오트리오,80.0,260.0,0.0,0.0,0.0,0.0,3,3
201,툰토이,70.0,430.0,0.0,1.7,0.0,0.39,3,3
202,티파하파,70.0,250.0,3.5,2.0,4.73,0.85,5,2
203,파디코,30.0,80.0,1.2,2.5,3.62,3.21,8,2
204,파포,220.0,500.0,0.0,0.0,0.0,0.0,5,2
205,패치워크보드게임,100.0,420.0,0.5,0.0,0.47,0.0,4,1
206,포라트,70.0,360.0,0.6,4.3,0.86,1.28,10,2
207,푸에르토리코,8710.0,38800.0,0.3,1.0,0.01,0.01,3,3
208,풍선아트,1200.0,5090.0,7.5,46.3,0.65,0.98,15,3
209,픽업스틱,20.0,40.0,0.0,0.0,0.0,0.0,3,3
210,하이샤파,260.0,950.0,0.2,1.3,0.09,0.15,15,3
211,핸드폰줄만들기,40.0,450.0,0.4,11.8,0.87,2.74,15,3
212,루브골드버그장치,40.0,50.0,0.0,0.0,0.0,0.0,3,3
213,스타팅스트렝스,220.0,550.0,0.2,3.0,0.11,0.57,9,2
214,팝콘게임,160.0,640.0,1.1,3.7,0.7,0.62,10,2
215,비밀의집,8110.0,32200.0,0.0,1.7,0.0,0.01,3,3
216,씨앗카드,40.0,40.0,0.0,0.0,0.0,0.0,8,2
217,스틱스택,320.0,720.0,2.1,1.6,0.7,0.24,11,2
218,스택버거,460.0,1400.0,1.8,17.5,0.4,1.34,13,2
219,상처받은내면아이치유,230.0,760.0,0.4,6.3,0.17,0.86,14,3
220,공감카드,70.0,170.0,0.3,1.0,0.39,0.62,15,3
221,정다면체전개도,490.0,340.0,3.3,5.9,0.69,1.89,13,2
222,학지사감정카드,30.0,40.0,0.6,0.0,1.92,0.0,5,2
223,스티로폼컵,40.0,90.0,0.1,0.9,0.22,1.07,12,2
224,개구리만들기,30.0,280.0,0.1,0.0,0.24,0.0,13,2
225,방과후만들기,30.0,50.0,1.2,4.3,4.14,8.02,15,3
226,고무줄만들기,20.0,150.0,0.0,0.3,0.0,0.24,3,3
227,슬리퍼만들기,40.0,190.0,0.0,1.3,0.0,0.76,3,3
228,STEARICACID,480.0,370.0,0.3,0.0,0.07,0.0,14,3
229,학습용품,30.0,30.0,0.3,0.3,0.89,0.9,15,3
230,피지컬컴퓨팅,1360.0,1010.0,0.6,0.0,0.05,0.0,15,3
231,한국슈테른,10.0,10.0,0.0,0.0,0.0,0.0,3,3
232,코드마스터,110.0,400.0,0.9,1.0,0.86,0.27,11,2
233,코딩보드게임,180.0,270.0,0.9,0.3,0.52,0.13,15,3
234,정보봉사개론,40.0,70.0,0.4,0.6,1.09,0.89,9,2
235,이것은미술이아니다,120.0,320.0,0.0,0.0,0.0,0.0,3,3
236,시지각훈련프로그램,100.0,660.0,0.3,10.9,0.28,1.75,15,3
237,성인간호학하,10.0,30.0,0.0,0.0,0.0,0.0,3,3
238,선형대수와군,20.0,60.0,0.0,0.0,0.0,0.0,3,3
239,새행정학2.0,10.0,10.0,0.3,0.0,2.57,0.0,3,3
240,부정렬증후군,140.0,340.0,0.7,0.4,0.52,0.12,3,3
241,병의원개원일지,10.0,10.0,0.0,0.0,0.0,0.0,2,2
242,누워서읽는법학,50.0,60.0,0.0,0.5,0.0,0.87,2,1
243,낯선곳에서나를만나다,130.0,280.0,0.0,0.0,0.0,0.0,3,3
244,근관치료학,10.0,30.0,0.0,0.5,0.0,1.59,3,3
245,자세교정기구,20.0,90.0,0.2,1.0,0.8,1.07,15,3
246,유아특수교육,170.0,230.0,0.2,0.3,0.12,0.14,10,2
247,코딩키트,170.0,170.0,1.6,2.7,0.96,1.65,15,3
248,프리즘카드,230.0,240.0,4.5,2.1,2.08,0.93,11,2
249,하비클레이,90.0,350.0,0.2,2.5,0.24,0.75,15,3
250,홀랜드진로카드,10.0,10.0,0.3,0.0,1.97,0.0,3,3
251,언플러그드게임,10.0,10.0,0.0,0.0,0.0,0.0,6,2
252,전자스위치,160.0,400.0,1.3,1.8,0.85,0.49,15,3
253,춤추는발레리나,10.0,20.0,0.0,0.0,0.0,0.0,3,3
254,밀가루반죽,220.0,1460.0,0.3,8.3,0.15,0.61,13,2
255,건축도서,130.0,320.0,0.2,0.0,0.14,0.0,12,2
256,라바램프만들기,70.0,230.0,0.5,0.7,0.66,0.29,12,2
257,나의문화유산답사기,2920.0,20000.0,5.7,190.1,0.2,0.96,10,2
258,시나공,8370.0,3360.0,6.0,0.3,0.08,0.02,8,2
259,책서점,40.0,200.0,0.7,7.8,1.95,4.02,12,2
260,12살에부자가된키라,210.0,890.0,2.1,18.0,1.03,2.14,6,2
261,전한길한국사,1240.0,3990.0,0.2,134.5,0.02,3.65,12,2
262,관점을디자인하라,360.0,1040.0,1.3,1.3,0.37,0.14,10,2
263,박시백의조선왕조실록,480.0,2700.0,1.5,38.7,0.33,1.51,13,2
264,열정은쓰레기다,120.0,210.0,0.0,1.9,0.0,0.96,2,2
265,병원행정사문제집,50.0,240.0,0.3,1.7,0.58,0.73,3,1
266,셜록홈즈전집,210.0,990.0,0.8,8.0,0.41,0.86,11,2
267,참을수없는존재의가벼움,2630.0,9950.0,2.3,2.3,0.1,0.03,9,2
268,사람은무엇으로사는가,2100.0,6340.0,0.9,0.7,0.05,0.02,10,2
269,단테의신곡,630.0,2510.0,0.5,14.7,0.09,0.62,8,2
270,푸른사자와니니,1540.0,7680.0,2.1,71.2,0.15,0.99,12,2
271,체리보이그녀,90.0,900.0,0.0,6.7,0.0,0.78,2,2
272,붙잡히다,170.0,360.0,0.5,0.0,0.31,0.0,2,2
273,태교책,190.0,1370.0,0.0,0.7,0.0,0.06,3,3
274,테마현대미술노트,30.0,100.0,2.9,7.0,9.1,7.28,2,1
275,한국사편지,320.0,1890.0,0.4,9.7,0.13,0.54,13,2
276,손증모의무손실투자법,10.0,40.0,0.0,0.0,0.0,0.0,2,2
277,영재의탄생,50.0,500.0,0.0,0.3,0.0,0.08,3,3
278,왕의재정,190.0,970.0,0.1,3.0,0.06,0.34,11,2
279,요양보호사문제집,140.0,820.0,0.3,25.5,0.24,3.35,13,2
280,초점책,1200.0,10200.0,3.8,142.5,0.34,1.49,15,3
281,운전면허책,190.0,1320.0,1.2,0.0,0.69,0.0,11,2
282,이문열만화삼국지,40.0,180.0,0.0,0.0,0.0,0.0,7,2
283,인기도서순위,10.0,10.0,0.3,0.0,3.71,0.0,3,3
284,조리기능사필기,280.0,1030.0,0.3,1.5,0.13,0.16,15,3
285,종이봉지공주,410.0,1480.0,0.0,0.0,0.0,0.0,3,3
286,EBS일반화학의이해,10.0,10.0,0.4,0.9,4.35,5.89,2,2
287,SIDEBYSIDE1,30.0,130.0,0.0,0.7,0.0,0.53,3,3
288,가끔씩비오는날,10.0,70.0,0.0,0.0,0.0,0.0,3,3
289,갈매기에게나는법을가르쳐준고양이,330.0,980.0,0.0,0.7,0.0,0.08,3,3
290,감정에지지않는법,10.0,60.0,0.0,0.6,0.0,0.9,2,2
291,기차할머니,30.0,230.0,0.0,0.0,0.0,0.0,3,3
292,독서천재가된홍대리,230.0,470.0,0.0,0.7,0.0,0.16,3,3
293,두란노어린이그림성경,40.0,390.0,0.0,1.0,0.0,0.26,3,3
294,디스이즈뉴욕,20.0,20.0,0.7,0.0,3.51,0.0,3,3
295,믿음으로걸어라,10.0,50.0,0.0,0.0,0.0,0.0,2,2
296,변신,5280.0,27000.0,0.3,0.7,0.01,0.01,3,3
297,요츠바랑,510.0,1940.0,0.6,10.0,0.13,0.55,15,3
298,마이퍼스트북,320.0,4890.0,2.6,92.4,0.84,2.06,15,3
299,화성의인류학자,20.0,50.0,0.0,0.0,0.0,0.0,2,2
300,격몽요결,600.0,1490.0,0.0,0.0,0.0,0.0,3,3
301,보타니컬아트컬러링북,10.0,50.0,0.0,0.8,0.0,1.6,7,2
302,삶의격,710.0,2250.0,1.0,3.0,0.16,0.15,8,2
303,역사란무엇인가,1170.0,2030.0,1.7,0.0,0.15,0.0,6,2
304,유아동요,170.0,1810.0,0.3,10.8,0.17,0.65,15,3
305,고양이낸시,60.0,410.0,0.0,0.0,0.0,0.0,3,3
306,편지지제작,380.0,1060.0,7.3,31.5,2.0,3.12,15,3
307,WORDLYWISE3000,150.0,1030.0,0.3,10.7,0.23,1.08,12,2
308,가짜감정,80.0,310.0,0.0,0.0,0.0,0.0,3,3
309,나의문화유산답사기세트,110.0,750.0,0.9,4.0,0.76,0.54,7,2
310,한국사능력검정시험책,220.0,760.0,0.4,10.9,0.2,1.5,15,3
311,해커스토익1000제3,90.0,520.0,0.0,0.0,0.0,0.0,3,3
312,해커스토익LC,170.0,360.0,0.1,1.5,0.06,0.43,11,2
313,용어한국사,10.0,60.0,0.0,0.0,0.0,0.0,3,3
314,워드프로세서책,30.0,110.0,0.0,0.0,0.0,0.0,3,3
315,유통관리사책,20.0,110.0,0.0,0.0,0.0,0.0,3,3
316,자소서책,130.0,310.0,0.0,0.7,0.0,0.23,3,3
317,전효진행정법기출,30.0,150.0,0.0,0.3,0.0,0.23,3,3
318,포토샵책추천,30.0,50.0,0.0,0.3,0.0,0.55,4,1
319,라이브한국사,70.0,670.0,0.2,2.1,0.31,0.33,5,2
320,김중근경단기,10.0,60.0,0.0,0.0,0.0,0.0,2,2
321,공인중개사도서,20.0,20.0,0.0,0.0,0.0,0.0,3,3
322,거의모든것의역사,430.0,1120.0,0.1,0.3,0.04,0.04,8,2
323,나는이집아이,160.0,1080.0,0.0,0.7,0.0,0.07,3,3
324,그림자밟기,70.0,190.0,0.0,0.0,0.0,0.0,3,3
325,지중해의영감,10.0,30.0,0.0,0.0,0.0,0.0,3,3
326,비탄,890.0,3210.0,0.0,0.0,0.0,0.0,2,2
327,너하고싶은거다해,40.0,250.0,0.3,0.0,0.78,0.0,3,3
328,안녕우주,90.0,410.0,0.0,0.0,0.0,0.0,3,3
329,베르나르베르베르고양이,290.0,870.0,0.3,0.3,0.13,0.05,3,3
330,책고양이,20.0,100.0,0.0,0.0,0.0,0.0,3,3
331,김중근형법,90.0,380.0,0.2,0.0,0.25,0.0,9,2
332,인터넷정보관리사,270.0,1040.0,0.0,1.0,0.0,0.1,15,3
333,카네기인간관계론,1270.0,4540.0,0.8,10.7,0.07,0.25,12,2
334,25년간의수요일,20.0,30.0,0.0,0.0,0.0,0.0,2,2
335,와이책,390.0,3010.0,0.5,10.0,0.13,0.36,15,3
336,최태성한국사고급,10.0,20.0,0.0,0.0,0.0,0.0,3,3
337,EBS다큐프라임자본주의,300.0,520.0,0.0,0.0,0.0,0.0,3,3
338,기사단장죽이기,380.0,1320.0,0.0,0.3,0.0,0.03,3,3
339,장미의이름,1120.0,3180.0,0.7,0.3,0.07,0.02,9,2
340,다섯번째산,220.0,650.0,0.0,0.3,0.0,0.06,3,3
341,제로니모의환상모험,230.0,2140.0,0.1,12.3,0.06,0.62,15,3
342,민준호필기노트,70.0,200.0,0.0,0.3,0.0,0.18,3,3
343,해커스토익1000제,260.0,850.0,0.3,0.0,0.11,0.0,7,2
344,진짜기본요리책,50.0,250.0,0.0,0.0,0.0,0.0,8,2
345,대학생도서,20.0,50.0,0.0,0.0,0.0,0.0,3,3
346,테오도루24번지,30.0,60.0,0.0,1.3,0.0,2.14,2,2
347,천재들의생각법,10.0,20.0,0.0,0.0,0.0,0.0,2,2
348,알,3370.0,8550.0,0.9,1.3,0.03,0.02,11,2
349,10퍼센트인간,140.0,280.0,0.0,0.3,0.0,0.13,3,3
350,고사성어,4050.0,15200.0,1.1,0.7,0.03,0.01,12,2
351,철학입문서,40.0,110.0,0.0,0.0,0.0,0.0,2,2
352,전한길2.0,20.0,70.0,0.0,0.0,0.0,0.0,3,3
353,전한길기출문제,10.0,30.0,0.0,0.0,0.0,0.0,3,3
354,김중근형소법,10.0,70.0,0.2,0.3,0.95,0.43,6,2
355,오정화회계1000제,20.0,60.0,0.0,0.0,0.0,0.0,3,3
356,윌비스신광은,160.0,180.0,0.0,0.4,0.0,0.21,3,3
357,유대웅행정법,30.0,60.0,0.4,0.7,1.27,1.29,7,2
358,이중석,290.0,1270.0,2.9,0.0,1.08,0.0,4,1
359,이중석한국사,90.0,280.0,1.6,4.5,1.83,1.64,6,2
360,기미진,30.0,150.0,0.0,0.0,0.0,0.0,3,3
361,김종국,19500.0,169600.0,0.7,18.7,0.01,0.02,3,3
362,메가공무원,39200.0,70000.0,12.7,1.0,0.04,0.01,8,2
363,박문각교재,30.0,160.0,1.6,7.3,4.55,4.83,4,1
